Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Data Url
1703524,ROUND,0.29,VS2,H,VG,EX,GD,M,4.39-4.42×2.55,931.02,https://capitalwholesalediamonds.com/product/0-29-ct-round-97/
1784914,ROUND,0.3,SI1,I,EX,EX,VG,F,4.27-4.30×2.65,931.22,https://capitalwholesalediamonds.com/product/0-3-ct-round-5544/
1772120,ROUND,0.5,SI1,N,GD,EX,VG,N,4.89-4.94×3.22,931.27,https://capitalwholesalediamonds.com/product/0-5-ct-round-11881/
1703488,ROUND,0.34,SI1,H,EX,EX,EX,ST,4.44-4.46×2.78,931.58,https://capitalwholesalediamonds.com/product/0-34-ct-round-401/
1783696,ROUND,0.3,SI2,H,EX,EX,VG,N,4.33-4.35×2.64,931.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5278/
1755492,ROUND,0.3,VS2,H,GD,GD,GD,N,4.16-4.21×2.69,932.2,https://capitalwholesalediamonds.com/product/0-3-ct-round-5150/
1784855,ROUND,0.3,VS2,I,GD,GD,GD,F,4.17-4.23×2.68,932.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5483/
1787655,ROUND,0.3,VS2,I,VG,EX,VG,ST,4.28-4.32×2.68,932.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5499/
1773431,ROUND,0.3,SI2,G,EX,EX,EX,N,4.30-4.33×2.68,932.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-4917/
1777250,ROUND,0.3,VS2,J,EX,EX,EX,F,4.29-4.31×2.68,932.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-5683/
1522552,ROUND,0.29,VS1,F,GD,VG,FR,N,4.19-4.23×2.63,933.54,https://capitalwholesalediamonds.com/product/0-29-ct-round-71/
1775152,ROUND,0.32,SI2,F,EX,EX,EX,N,4.36-4.39×2.74,934.03,https://capitalwholesalediamonds.com/product/0-32-ct-round-668/
1784792,ROUND,0.3,VS1,J,VG,EX,VG,F,4.32-4.35×2.58,934.27,https://capitalwholesalediamonds.com/product/0-3-ct-round-5601/
1787563,ROUND,0.3,VS1,J,VG,EX,VG,F,4.37-4.39×2.55,934.27,https://capitalwholesalediamonds.com/product/0-3-ct-round-5632/
1799494,ROUND,0.3,VS2,H,EX,VG,VG,ST,4.24-4.30×2.66,934.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5103/
1788931,ROUND,0.3,SI2,E,EX,EX,EX,N,4.32-4.33×2.59,934.76,https://capitalwholesalediamonds.com/product/0-3-ct-round-3771/
1784911,ROUND,0.3,SI1,H,GD,GD,GD,N,4.18-4.25×2.57,934.76,https://capitalwholesalediamonds.com/product/0-3-ct-round-5256/
1789813,ROUND,0.3,SI2,F,EX,EX,EX,F,4.25-4.28×2.66,934.77,https://capitalwholesalediamonds.com/product/0-3-ct-round-4382/
1795524,ROUND,0.3,VS2,J,VG,VG,GD,N,4.16-4.20×2.67,934.81,https://capitalwholesalediamonds.com/product/0-3-ct-round-5664/
1795523,ROUND,0.3,VS2,J,VG,EX,VG,N,4.23-4.28×2.65,934.81,https://capitalwholesalediamonds.com/product/0-3-ct-round-5671/
1778355,ROUND,0.3,VS2,H,VG,VG,GD,N,4.26-4.29×2.65,935.25,https://capitalwholesalediamonds.com/product/0-3-ct-round-5139/
1766787,ROUND,0.3,SI2,F,EX,EX,VG,N,4.28-4.31×2.65,935.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-4394/
1772470,ROUND,0.3,SI1,G,VG,VG,GD,N,4.19-4.23×2.64,936.31,https://capitalwholesalediamonds.com/product/0-3-ct-round-4816/
1772468,ROUND,0.3,SI1,G,VG,VG,GD,F,4.29-4.33×2.66,936.31,https://capitalwholesalediamonds.com/product/0-3-ct-round-4866/
1791709,ROUND,0.35,SI2,J,EX,EX,VG,N,4.55-4.57×2.74,936.63,https://capitalwholesalediamonds.com/product/0-35-ct-round-1610/
1711016,ROUND,0.25,VS2,E,VG,VG,GD,N,4.09-4.13×2.45,936.67,https://capitalwholesalediamonds.com/product/0-25-ct-round-275/
1711016,ROUND,0.25,VS2,E,VG,VG,GD,N,4.09-4.13×2.45,936.67,https://capitalwholesalediamonds.com/product/0-25-ct-round-349/
1745974,ROUND,0.3,SI1,E,VG,VG,GD,F,4.29-4.31×2.63,936.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-3678/
1775112,ROUND,0.3,VS2,I,VG,EX,GD,N,4.31-4.34×2.62,936.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-5463/
1772435,ROUND,0.3,VS2,J,EX,EX,EX,F,4.28-4.30×2.67,936.83,https://capitalwholesalediamonds.com/product/0-3-ct-round-5645/
1799584,ROUND,0.33,SI2,H,EX,EX,VG,F,4.38-4.41×2.75,936.97,https://capitalwholesalediamonds.com/product/0-33-ct-round-594/
1764761,ROUND,0.3,VS1,J,EX,VG,EX,F,4.32-4.33×2.67,937.27,https://capitalwholesalediamonds.com/product/0-3-ct-round-5610/
1778432,ROUND,0.3,SI2,E,VG,GD,VG,N,4.31-4.35×2.62,937.31,https://capitalwholesalediamonds.com/product/0-3-ct-round-3781/
1786406,ROUND,0.3,SI2,H,EX,EX,EX,F,4.30-4.33×2.65,937.81,https://capitalwholesalediamonds.com/product/0-3-ct-round-5282/
1790963,ROUND,0.3,SI2,H,EX,EX,VG,N,4.31-4.33×2.66,937.81,https://capitalwholesalediamonds.com/product/0-3-ct-round-5288/
1793029,ROUND,0.3,SI2,H,EX,EX,EX,F,4.33-4.34×2.65,937.81,https://capitalwholesalediamonds.com/product/0-3-ct-round-5290/
1786310,ROUND,0.4,SI1,L,EX,EX,EX,N,4.67-4.72×2.95,938.29,https://capitalwholesalediamonds.com/product/0-4-ct-round-2240/
1767788,ROUND,0.3,SI1,E,VG,EX,GD,N,4.24-4.29×2.66,938.39,https://capitalwholesalediamonds.com/product/0-3-ct-round-3714/
1790960,ROUND,0.3,SI2,G,VG,EX,VG,N,4.27-4.31×2.61,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-round-4895/
1758168,ROUND,0.3,SI2,G,EX,EX,EX,N,4.24-4.26×2.68,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-round-4915/
1791649,ROUND,0.3,VS2,J,VG,EX,VG,N,4.16-4.21×2.68,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-round-5662/
1789735,ROUND,0.3,VS2,J,EX,VG,VG,N,4.35-4.40×2.59,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-round-5665/
1792911,ROUND,0.3,VVS2,K,EX,EX,EX,N,4.27-4.30×2.67,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-round-5720/
1789744,ROUND,0.3,SI1,D,GD,VG,GD,N,4.25-4.30×2.63,938.86,https://capitalwholesalediamonds.com/product/0-3-ct-round-6354/
1778307,ROUND,0.3,VS1,I,VG,VG,GD,F,4.27-4.30×2.64,939.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-5363/
1777251,ROUND,0.34,VS2,K,EX,EX,EX,N,4.48-4.50×2.80,939.64,https://capitalwholesalediamonds.com/product/0-34-ct-round-418/
1666891,ROUND,0.5,SI2,Q-R,EX,EX,EX,M,5.05-5.08×3.16,939.71,https://capitalwholesalediamonds.com/product/0-5-ct-round-19/
1787487,ROUND,0.3,VVS2,K,EX,EX,EX,N,4.30-4.32×2.65,940.32,https://capitalwholesalediamonds.com/product/0-3-ct-round-5730/
1340015,ROUND,0.29,VS1,H,GD,VG,GD,N,4.16-4.20×2.63,941.28,https://capitalwholesalediamonds.com/product/0-29-ct-round-95/
1767807,ROUND,0.3,SI2,F,EX,EX,EX,N,4.30-4.32×2.65,941.33,https://capitalwholesalediamonds.com/product/0-3-ct-round-4398/
1759221,ROUND,0.34,SI1,H,VG,EX,GD,N,4.44-4.46×2.85,941.4,https://capitalwholesalediamonds.com/product/0-34-ct-round-400/
1778395,ROUND,0.3,SI1,F,VG,EX,GD,N,4.23-4.28×2.61,941.84,https://capitalwholesalediamonds.com/product/0-3-ct-round-4287/
1777283,ROUND,0.3,SI1,F,VG,GD,GD,N,4.28-4.35×2.64,941.84,https://capitalwholesalediamonds.com/product/0-3-ct-round-4300/
1778393,ROUND,0.3,SI1,F,GD,EX,GD,N,4.21-4.29×2.65,941.84,https://capitalwholesalediamonds.com/product/0-3-ct-round-4328/
1744923,ROUND,0.46,VS2,L,GD,EX,VG,F,4.73-4.79×3.09,942.04,https://capitalwholesalediamonds.com/product/0-46-ct-round-105/
1744923,ROUND,0.46,VS2,L,GD,EX,VG,F,4.73-4.79×3.09,942.04,https://capitalwholesalediamonds.com/product/0-46-ct-round-221/
1790896,ROUND,0.3,SI1,F,GD,EX,GD,N,4.12-4.19×2.70,942.34,https://capitalwholesalediamonds.com/product/0-3-ct-round-4332/
1790774,ROUND,0.3,VS1,I,VG,VG,VG,ST,4.26-4.30×2.61,942.34,https://capitalwholesalediamonds.com/product/0-3-ct-round-5370/
1783674,ROUND,0.3,SI1,I,EX,EX,VG,N,4.26-4.29×2.69,942.34,https://capitalwholesalediamonds.com/product/0-3-ct-round-5538/
1799585,ROUND,0.3,SI2,H,EX,EX,EX,N,4.36-4.38×2.65,942.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-5291/
1787751,ROUND,0.29,VS1,H,VG,VG,VG,F,4.29-4.33×2.64,942.77,https://capitalwholesalediamonds.com/product/0-29-ct-round-94/
1778426,ROUND,0.3,SI2,D,EX,VG,VG,N,4.27-4.29×2.67,942.85,https://capitalwholesalediamonds.com/product/0-3-ct-round-6366/
1795551,ROUND,0.3,SI2,D,VG,VG,GD,N,4.19-4.24×2.70,942.85,https://capitalwholesalediamonds.com/product/0-3-ct-round-6377/
1793027,ROUND,0.3,SI2,F,VG,VG,VG,N,4.25-4.30×2.59,942.88,https://capitalwholesalediamonds.com/product/0-3-ct-round-4379/
1790955,ROUND,0.3,SI2,F,EX,VG,VG,N,4.26-4.28×2.68,942.88,https://capitalwholesalediamonds.com/product/0-3-ct-round-4385/
1741633,ROUND,0.51,SI1,N,EX,EX,EX,N,5.15-5.16×3.15,943.14,https://capitalwholesalediamonds.com/product/0-51-ct-round-1380/
1783694,ROUND,0.31,SI2,H,EX,VG,EX,N,4.35-4.37×2.71,943.66,https://capitalwholesalediamonds.com/product/0-31-ct-round-1129/
1778230,ROUND,0.32,VVS1,K,EX,EX,EX,F,4.44-4.46×2.68,944.32,https://capitalwholesalediamonds.com/product/0-32-ct-round-849/
1779665,ROUND,0.31,VS2,J,EX,EX,VG,N,4.32-4.34×2.71,944.71,https://capitalwholesalediamonds.com/product/0-31-ct-round-1191/
1769450,ROUND,0.3,SI2,G,EX,EX,EX,N,4.26-4.28×2.66,944.95,https://capitalwholesalediamonds.com/product/0-3-ct-round-4906/
1763596,ROUND,0.3,VS1,J,EX,EX,VG,N,4.29-4.30×2.68,945.47,https://capitalwholesalediamonds.com/product/0-3-ct-round-5618/
1766655,ROUND,0.3,VS1,J,VG,VG,VG,N,4.17-4.23×2.69,945.47,https://capitalwholesalediamonds.com/product/0-3-ct-round-5627/
1652443,ROUND,0.5,SI2,N,VG,EX,VG,F,5.08-5.11×3.12,945.83,https://capitalwholesalediamonds.com/product/0-5-ct-round-5235/
1783692,ROUND,0.3,SI2,G,EX,EX,VG,N,4.29-4.33×2.65,946.4,https://capitalwholesalediamonds.com/product/0-3-ct-round-4897/
1789626,ROUND,0.36,VVS2,N,EX,EX,EX,N,4.54-4.56×2.82,946.45,https://capitalwholesalediamonds.com/product/0-36-ct-round-583/
1757191,ROUND,0.3,SI2,F,EX,EX,EX,N,4.30-4.33×2.61,947.45,https://capitalwholesalediamonds.com/product/0-3-ct-round-4384/
1647118,ROUND,0.5,SI2,M,VG,VG,VG,F,5.08-5.11×3.09,948.41,https://capitalwholesalediamonds.com/product/0-5-ct-round-4460/
1762677,ROUND,0.3,VS2,H,VG,VG,GD,N,4.26-4.30×2.68,948.43,https://capitalwholesalediamonds.com/product/0-3-ct-round-5168/
1775156,ROUND,0.29,VVS2,H,GD,EX,GD,N,4.34-4.36×2.53,948.66,https://capitalwholesalediamonds.com/product/0-29-ct-round-92/
1783498,ROUND,0.3,VVS1,K,EX,EX,EX,N,4.30-4.32×2.66,949.0,https://capitalwholesalediamonds.com/product/0-3-ct-round-5715/
1772479,ROUND,0.32,SI1,I,EX,EX,EX,M,4.42-4.44×2.75,949.15,https://capitalwholesalediamonds.com/product/0-32-ct-round-823/
1800579,ROUND,0.3,SI2,H,EX,EX,VG,N,4.26-4.28×2.67,949.44,https://capitalwholesalediamonds.com/product/0-3-ct-round-5267/
1784794,ROUND,0.31,VS1,K,EX,EX,EX,N,4.34-4.36×2.68,949.95,https://capitalwholesalediamonds.com/product/0-31-ct-round-1203/
1790781,ROUND,0.31,VS1,K,EX,EX,EX,N,4.36-4.39×2.70,949.95,https://capitalwholesalediamonds.com/product/0-31-ct-round-1204/
1751723,ROUND,0.3,SI1,H,VG,VG,GD,N,4.33-4.36×2.58,949.98,https://capitalwholesalediamonds.com/product/0-3-ct-round-5184/
1772459,ROUND,0.3,SI1,F,GD,EX,VG,N,4.12-4.18×2.71,950.46,https://capitalwholesalediamonds.com/product/0-3-ct-round-4281/
1772456,ROUND,0.3,SI1,F,VG,EX,GD,N,4.21-4.25×2.66,950.46,https://capitalwholesalediamonds.com/product/0-3-ct-round-4283/
1766187,ROUND,0.5,VVS2,N,F,EX,VG,M,4.83-4.88×3.24,950.68,https://capitalwholesalediamonds.com/product/0-5-ct-round-11496/
1778414,ROUND,0.35,SI1,I,VG,VG,GD,N,4.47-4.50×2.82,950.79,https://capitalwholesalediamonds.com/product/0-35-ct-round-1579/
1779747,ROUND,0.3,SI2,G,EX,EX,EX,N,4.29-4.31×2.64,951.03,https://capitalwholesalediamonds.com/product/0-3-ct-round-4891/
1778394,ROUND,0.3,SI1,F,VG,VG,GD,N,4.35-4.36×2.61,951.47,https://capitalwholesalediamonds.com/product/0-3-ct-round-4335/
1703403,ROUND,0.31,VS2,H,VG,GD,VG,N,4.19-4.25×2.71,951.49,https://capitalwholesalediamonds.com/product/0-31-ct-round-1117/
1799566,ROUND,0.3,SI1,J,VG,EX,VG,N,4.13-4.20×2.70,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-round-5692/
1800574,ROUND,0.3,SI1,J,VG,VG,VG,N,4.23-4.26×2.64,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-round-5701/
1766778,ROUND,0.3,SI1,I,EX,VG,VG,N,4.26-4.30×2.67,920.61,https://capitalwholesalediamonds.com/product/0-3-ct-round-5534/
1799459,ROUND,0.3,VS1,J,GD,VG,FR,N,4.16-4.23×2.63,921.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-5606/
1791644,ROUND,0.3,VS2,I,EX,VG,VG,ST,4.23-4.27×2.67,921.57,https://capitalwholesalediamonds.com/product/0-3-ct-round-5471/
1787735,ROUND,0.3,SI2,D,VG,VG,GD,N,4.27-4.31×2.62,921.57,https://capitalwholesalediamonds.com/product/0-3-ct-round-6391/
1777197,ROUND,0.3,VS1,J,VG,EX,GD,N,4.27-4.31×2.58,922.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5628/
1778316,ROUND,0.3,VS1,J,VG,EX,GD,N,4.16-4.20×2.69,922.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5643/
1769442,ROUND,0.3,SI1,I,EX,EX,EX,F,4.28-4.30×2.64,922.64,https://capitalwholesalediamonds.com/product/0-3-ct-round-5542/
1786296,ROUND,0.4,VVS2,Q-R,EX,EX,EX,ST,4.69-4.71×2.94,922.74,https://capitalwholesalediamonds.com/product/0-4-ct-round-1166/
1783624,ROUND,0.35,VS2,K,EX,EX,EX,M,4.55-4.58×2.84,923.06,https://capitalwholesalediamonds.com/product/0-35-ct-round-1627/
1799410,ROUND,0.35,VVS2,L,VG,EX,EX,F,4.51-4.54×2.78,923.06,https://capitalwholesalediamonds.com/product/0-35-ct-round-1631/
1784892,ROUND,0.3,SI1,F,GD,VG,GD,M,4.27-4.32×2.57,923.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-4302/
1793002,ROUND,0.3,SI1,F,GD,EX,GD,N,4.13-4.21×2.68,923.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-4337/
1787701,ROUND,0.3,SI1,F,GD,GD,GD,N,4.19-4.23×2.70,923.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-4351/
1789733,ROUND,0.3,VS2,J,VG,VG,GD,N,4.23-4.26×2.69,923.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5653/
1766722,ROUND,0.3,VS2,J,EX,EX,VG,N,4.31-4.34×2.63,923.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5678/
1791573,ROUND,0.3,VVS2,K,EX,EX,VG,N,4.25-4.30×2.65,923.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5726/
1789797,ROUND,0.3,SI1,J,EX,EX,EX,F,4.34-4.36×2.62,923.13,https://capitalwholesalediamonds.com/product/0-3-ct-round-5695/
1798147,ROUND,0.3,VVS1,J,EX,VG,EX,ST,4.32-4.35×2.65,923.59,https://capitalwholesalediamonds.com/product/0-3-ct-round-5560/
1789739,ROUND,0.33,VS2,K,EX,EX,EX,N,4.43-4.46×2.78,923.59,https://capitalwholesalediamonds.com/product/0-33-ct-round-634/
1800567,ROUND,0.3,SI1,F,GD,EX,VG,F,4.18-4.21×2.64,924.6,https://capitalwholesalediamonds.com/product/0-3-ct-round-4363/
1771043,ROUND,0.3,SI2,E,VG,EX,GD,N,4.15-4.20×2.68,924.62,https://capitalwholesalediamonds.com/product/0-3-ct-round-3757/
1789674,ROUND,0.31,VS1,K,EX,EX,EX,N,4.38-4.40×2.68,926.91,https://capitalwholesalediamonds.com/product/0-31-ct-round-1201/
1799565,ROUND,0.3,SI1,J,VG,VG,VG,N,4.17-4.23×2.69,927.17,https://capitalwholesalediamonds.com/product/0-3-ct-round-5705/
1773314,ROUND,0.35,VS1,K,VG,EX,EX,F,4.61-4.62×2.71,927.76,https://capitalwholesalediamonds.com/product/0-35-ct-round-1622/
1750115,ROUND,0.3,SI1,G,EX,EX,EX,ST,4.36-4.38×2.62,928.69,https://capitalwholesalediamonds.com/product/0-3-ct-round-4876/
1795467,ROUND,0.3,VVS2,J,EX,EX,VG,M,4.25-4.30×2.68,928.72,https://capitalwholesalediamonds.com/product/0-3-ct-round-5578/
1773374,ROUND,0.3,VS2,H,VG,EX,GD,N,4.22-4.27×2.67,929.67,https://capitalwholesalediamonds.com/product/0-3-ct-round-5131/
1771048,ROUND,0.3,SI2,H,EX,EX,VG,N,4.30-4.33×2.65,929.67,https://capitalwholesalediamonds.com/product/0-3-ct-round-5281/
1740189,ROUND,0.3,VS1,I,GD,EX,VG,N,4.33-4.35×2.54,929.67,https://capitalwholesalediamonds.com/product/0-3-ct-round-5420/
1799581,ROUND,0.3,SI2,F,GD,EX,FR,N,4.21-4.29×2.59,929.7,https://capitalwholesalediamonds.com/product/0-3-ct-round-4377/
1799388,ROUND,0.3,VVS1,K,EX,EX,EX,F,4.28-4.31×2.66,929.7,https://capitalwholesalediamonds.com/product/0-3-ct-round-5711/
1758148,ROUND,0.3,SI1,G,GD,VG,VG,N,4.33-4.37×2.56,929.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-4840/
1789819,ROUND,0.3,SI2,H,EX,EX,EX,F,4.31-4.32×2.65,930.21,https://capitalwholesalediamonds.com/product/0-3-ct-round-5283/
1793016,ROUND,0.3,SI1,J,EX,EX,VG,N,4.26-4.29×2.66,930.21,https://capitalwholesalediamonds.com/product/0-3-ct-round-5699/
1790783,ROUND,0.3,VS1,K,EX,EX,EX,N,4.31-4.34×2.62,930.21,https://capitalwholesalediamonds.com/product/0-3-ct-round-5751/
1779722,ROUND,0.31,SI1,J,EX,EX,EX,F,4.33-4.35×2.69,930.53,https://capitalwholesalediamonds.com/product/0-31-ct-round-1194/
1767801,ROUND,0.3,SI1,H,VG,VG,GD,N,4.31-4.34×2.57,930.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5253/
1790959,ROUND,0.3,SI2,G,VG,EX,VG,N,4.22-4.25×2.67,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-4892/
1793014,ROUND,0.3,SI1,I,VG,EX,VG,F,4.20-4.24×2.67,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-5520/
1790926,ROUND,0.3,SI1,I,EX,EX,VG,F,4.27-4.28×2.66,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-5549/
1784863,ROUND,0.3,VS2,J,VG,VG,VG,N,4.23-4.29×2.67,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-5655/
1787661,ROUND,0.3,VS2,J,VG,EX,VG,N,4.26-4.31×2.65,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-5656/
1791648,ROUND,0.3,VS2,J,VG,EX,VG,N,4.17-4.22×2.67,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-5670/
1789673,ROUND,0.32,VS1,K,EX,EX,EX,F,4.36-4.38×2.73,930.75,https://capitalwholesalediamonds.com/product/0-32-ct-round-855/
1593488,ROUND,0.29,VS1,G,GD,GD,GD,N,4.16-4.22×2.68,931.02,https://capitalwholesalediamonds.com/product/0-29-ct-round-86/
1703524,ROUND,0.29,VS2,H,VG,EX,GD,M,4.39-4.42×2.55,931.02,https://capitalwholesalediamonds.com/product/0-29-ct-round-97/
1784914,ROUND,0.3,SI1,I,EX,EX,VG,F,4.27-4.30×2.65,931.22,https://capitalwholesalediamonds.com/product/0-3-ct-round-5544/
1772120,ROUND,0.5,SI1,N,GD,EX,VG,N,4.89-4.94×3.22,931.27,https://capitalwholesalediamonds.com/product/0-5-ct-round-11881/
1703488,ROUND,0.34,SI1,H,EX,EX,EX,ST,4.44-4.46×2.78,931.58,https://capitalwholesalediamonds.com/product/0-34-ct-round-401/
1783696,ROUND,0.3,SI2,H,EX,EX,VG,N,4.33-4.35×2.64,931.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5278/
1755492,ROUND,0.3,VS2,H,GD,GD,GD,N,4.16-4.21×2.69,932.2,https://capitalwholesalediamonds.com/product/0-3-ct-round-5150/
1784855,ROUND,0.3,VS2,I,GD,GD,GD,F,4.17-4.23×2.68,932.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5483/
1787655,ROUND,0.3,VS2,I,VG,EX,VG,ST,4.28-4.32×2.68,932.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5499/
1773431,ROUND,0.3,SI2,G,EX,EX,EX,N,4.30-4.33×2.68,932.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-4917/
1777250,ROUND,0.3,VS2,J,EX,EX,EX,F,4.29-4.31×2.68,932.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-5683/
1522552,ROUND,0.29,VS1,F,GD,VG,FR,N,4.19-4.23×2.63,933.54,https://capitalwholesalediamonds.com/product/0-29-ct-round-71/
