label,per_class_acc
Premium_White,0.7820715036803365
Near_Colorless_High,0.4843585237258348
Near_Colorless_Low,0.5446475195822454
Faint_Yellow,0.6724782067247821
Very_Light_Yellow,0.7564102564102564
Light_Yellow,0.2857142857142857
Yellow_LowEnd,0.6829268292682927
